Time,Temperature (C),RH (%),Sensor Number
2023-11-14 19:17:56,,,0
2023-11-14 19:18:11,23.4,50.8,1
2023-11-14 19:18:26,,,0
2023-11-14 19:18:41,23.6,49.6,1
2023-11-14 19:18:56,23.6,49.5,0
2023-11-14 19:19:11,,,1
2023-11-14 19:19:26,23.3,50.8,0
2023-11-14 19:19:41,23.3,50.8,1
2023-11-14 19:19:56,23.3,50.9,0
2023-11-14 19:20:11,23.3,50.8,1
2023-11-14 19:20:26,23.3,50.8,0
2023-11-14 19:20:41,23.3,50.8,1
2023-11-14 19:20:56,,,0
