Date,Time,C_CO2
11/08/2023,10:49,170.01171875
11/08/2023,10:49,169.73129272460938
11/08/2023,10:50,169.50439453125
11/08/2023,10:50,170.24655151367188
11/08/2023,10:50,170.9869384765625
11/08/2023,10:50,171.83197021484375
11/08/2023,10:50,173.74038696289062
11/08/2023,10:50,177.71133422851562
11/08/2023,10:51,182.7357177734375
11/08/2023,10:51,187.82281494140625
11/08/2023,10:51,197.11068725585938
11/08/2023,10:51,208.12551879882812
11/08/2023,10:51,221.05911254882812
11/08/2023,10:51,228.88742065429688
11/08/2023,10:52,235.62530517578125
11/08/2023,10:52,239.19723510742188
