Date,Time,C_CO2
11/08/2023,10:31,273.8214111328125
11/08/2023,10:31,283.87261962890625
11/08/2023,10:31,289.962890625
11/08/2023,10:31,294.12255859375
11/08/2023,10:31,294.3299560546875
11/08/2023,10:31,286.518798828125
11/08/2023,10:32,274.60955810546875
11/08/2023,10:32,264.72100830078125
11/08/2023,10:32,258.85833740234375
11/08/2023,10:32,244.50033569335938
11/08/2023,10:32,230.60400390625
11/08/2023,10:32,227.74105834960938
11/08/2023,10:33,222.96978759765625
11/08/2023,10:33,221.25820922851562
11/08/2023,10:33,217.64016723632812
11/08/2023,10:33,214.11492919921875
11/08/2023,10:33,206.6689453125
11/08/2023,10:33,203.36483764648438
11/08/2023,10:34,197.1590576171875
11/08/2023,10:34,199.07150268554688
11/08/2023,10:34,263.997802734375
11/08/2023,10:34,317.845947265625
11/08/2023,10:34,317.5433349609375
11/08/2023,10:34,311.0069580078125
11/08/2023,10:35,310.27178955078125
11/08/2023,10:35,257.450927734375
11/08/2023,10:35,229.0882568359375
11/08/2023,10:35,204.39682006835938
11/08/2023,10:35,203.63778686523438
11/08/2023,10:35,203.80740356445312
11/08/2023,10:36,202.9261474609375
11/08/2023,10:36,202.004638671875
11/08/2023,10:36,201.05316162109375
11/08/2023,10:36,203.07516479492188
11/08/2023,10:36,222.0853271484375
11/08/2023,10:36,224.0892333984375
11/08/2023,10:37,224.09048461914062
11/08/2023,10:37,207.08969116210938
