Date,Time,C_CO2
11/08/2023,10:53,241.67535400390625
11/08/2023,10:53,197.45309448242188
11/08/2023,10:53,185.0887451171875
11/08/2023,10:53,176.63522338867188
11/08/2023,10:54,167.09173583984375
11/08/2023,10:54,162.44342041015625
11/08/2023,10:54,156.64239501953125
11/08/2023,10:54,151.70639038085938
11/08/2023,10:54,138.70443725585938
11/08/2023,10:54,137.64947509765625
11/08/2023,10:55,136.44717407226562
11/08/2023,10:55,136.01834106445312
11/08/2023,10:55,131.37319946289062
11/08/2023,10:55,126.75433349609375
11/08/2023,10:55,126.7021484375
11/08/2023,10:55,126.42417907714844
11/08/2023,10:56,108.70854187011719
11/08/2023,10:56,108.48106384277344
11/08/2023,10:56,121.215087890625
11/08/2023,10:56,125.44975280761719
11/08/2023,10:56,128.443115234375
11/08/2023,10:56,136.136474609375
11/08/2023,10:57,149.88430786132812
11/08/2023,10:57,153.64529418945312
11/08/2023,10:57,149.44354248046875
11/08/2023,10:57,147.18408203125
11/08/2023,10:57,145.83041381835938
11/08/2023,10:57,139.45623779296875
11/08/2023,10:58,134.05331420898438
11/08/2023,10:58,131.48455810546875
11/08/2023,10:58,138.306396484375
11/08/2023,10:58,141.30343627929688
11/08/2023,10:58,143.394287109375
11/08/2023,10:58,150.54336547851562
11/08/2023,10:59,152.77169799804688
11/08/2023,10:59,154.14630126953125
11/08/2023,10:59,155.56942749023438
11/08/2023,10:59,155.06723022460938
11/08/2023,10:59,155.60992431640625
11/08/2023,10:59,156.138671875
11/08/2023,11:00,154.69692993164062
11/08/2023,11:00,144.21096801757812
11/08/2023,11:00,142.70120239257812
