Date,Time,C_CO2
11/08/2023,10:37,212.080078125
11/08/2023,10:37,237.04681396484375
11/08/2023,10:37,232.96261596679688
11/08/2023,10:38,229.77337646484375
11/08/2023,10:38,230.47036743164062
11/08/2023,10:38,228.13253784179688
11/08/2023,10:38,228.74871826171875
11/08/2023,10:38,228.22183227539062
11/08/2023,10:38,229.75784301757812
11/08/2023,10:39,231.26181030273438
11/08/2023,10:39,231.7686767578125
11/08/2023,10:39,230.318603515625
11/08/2023,10:39,231.89651489257812
11/08/2023,10:39,234.5040283203125
11/08/2023,10:39,235.13909912109375
11/08/2023,10:40,236.79037475585938
11/08/2023,10:40,255.468994140625
11/08/2023,10:40,268.27618408203125
11/08/2023,10:40,287.48370361328125
11/08/2023,10:40,290.5008544921875
11/08/2023,10:40,303.42169189453125
11/08/2023,10:41,302.02850341796875
11/08/2023,10:41,302.70306396484375
11/08/2023,10:41,303.4359130859375
11/08/2023,10:41,302.14947509765625
11/08/2023,10:41,304.8602294921875
11/08/2023,10:41,305.65460205078125
11/08/2023,10:42,290.680419921875
11/08/2023,10:42,277.866943359375
11/08/2023,10:42,251.59136962890625
11/08/2023,10:42,242.30581665039062
11/08/2023,10:42,237.07009887695312
11/08/2023,10:42,235.8671875
11/08/2023,10:43,232.687255859375
11/08/2023,10:43,228.46990966796875
11/08/2023,10:43,228.10931396484375
11/08/2023,10:43,228.7745361328125
11/08/2023,10:43,228.41787719726562
11/08/2023,10:43,228.040283203125
11/08/2023,10:44,228.645751953125
11/08/2023,10:44,228.22418212890625
11/08/2023,10:44,228.86605834960938
