Date,Time,C_CO2
11/08/2023,11:17,221.17147827148438
11/08/2023,11:17,225.173583984375
11/08/2023,11:17,226.14306640625
11/08/2023,11:17,219.02810668945312
11/08/2023,11:17,181.81906127929688
11/08/2023,11:18,180.4844970703125
11/08/2023,11:18,179.00991821289062
11/08/2023,11:18,179.333740234375
11/08/2023,11:18,183.413330078125
11/08/2023,11:18,183.50119018554688
11/08/2023,11:18,183.47174072265625
11/08/2023,11:19,182.31820678710938
11/08/2023,11:19,183.0697021484375
11/08/2023,11:19,185.84555053710938
11/08/2023,11:19,185.58392333984375
11/08/2023,11:19,186.3736572265625
11/08/2023,11:19,186.18081665039062
11/08/2023,11:20,187.91854858398438
11/08/2023,11:20,188.58206176757812
11/08/2023,11:20,190.1822509765625
11/08/2023,11:20,191.75430297851562
11/08/2023,11:20,193.33013916015625
11/08/2023,11:20,198.72467041015625
11/08/2023,11:21,205.51861572265625
11/08/2023,11:21,210.36416625976562
11/08/2023,11:21,213.41159057617188
11/08/2023,11:21,214.60845947265625
11/08/2023,11:21,214.87039184570312
11/08/2023,11:21,216.17459106445312
11/08/2023,11:22,217.52197265625
11/08/2023,11:22,217.92929077148438
11/08/2023,11:22,220.34555053710938
11/08/2023,11:22,228.73916625976562
11/08/2023,11:22,228.13336181640625
11/08/2023,11:22,230.48709106445312
11/08/2023,11:23,232.60064697265625
11/08/2023,11:23,232.8743896484375
11/08/2023,11:23,233.18011474609375
11/08/2023,11:23,233.47433471679688
11/08/2023,11:23,233.76956176757812
11/08/2023,11:23,233.15261840820312
11/08/2023,11:24,235.57510375976562
11/08/2023,11:24,237.00640869140625
11/08/2023,11:24,237.48153686523438
11/08/2023,11:24,238.0230712890625
11/08/2023,11:24,240.648681640625
11/08/2023,11:24,241.32012939453125
11/08/2023,11:25,240.03472900390625
11/08/2023,11:25,242.785400390625
11/08/2023,11:25,244.509033203125
