Date,Time,Ambient temperature,Relative humidity,C_CO2
11/07/2023,23:22,,,427.04425048828125
11/07/2023,23:22,,,427.335205078125
11/07/2023,23:23,,,425.52508544921875
11/07/2023,23:23,,,425.527099609375
11/07/2023,23:24,,,427.51397705078125
11/07/2023,23:24,,,429.5264892578125
11/07/2023,23:25,,,427.631591796875
11/07/2023,23:25,,,427.8477783203125
11/07/2023,23:26,,,425.869873046875
