Date,Time,C_CO2
11/08/2023,10:04,378.88775634765625
11/08/2023,10:04,381.453369140625
11/08/2023,10:05,386.45477294921875
11/08/2023,10:05,386.07281494140625
11/08/2023,10:05,384.41107177734375
11/08/2023,10:05,385.286376953125
11/08/2023,10:05,376.8065185546875
11/08/2023,10:05,370.90728759765625
11/08/2023,10:06,371.39459228515625
11/08/2023,10:06,366.15179443359375
11/08/2023,10:06,364.89337158203125
11/08/2023,10:06,361.47412109375
11/08/2023,10:06,356.734375
11/08/2023,10:06,352.54931640625
11/08/2023,10:07,351.8426513671875
11/08/2023,10:07,346.75531005859375
11/08/2023,10:07,343.52783203125
11/08/2023,10:07,338.170166015625
11/08/2023,10:07,332.942626953125
11/08/2023,10:07,327.70477294921875
11/08/2023,10:08,322.42950439453125
11/08/2023,10:08,313.23504638671875
11/08/2023,10:08,308.0377197265625
11/08/2023,10:08,300.9129638671875
11/08/2023,10:08,297.8961181640625
11/08/2023,10:08,295.4278564453125
11/08/2023,10:09,292.2567138671875
11/08/2023,10:09,290.97589111328125
11/08/2023,10:09,287.44268798828125
11/08/2023,10:09,269.5225830078125
11/08/2023,10:09,260.986083984375
11/08/2023,10:09,256.2396240234375
11/08/2023,10:10,253.56582641601562
11/08/2023,10:10,252.85806274414062
11/08/2023,10:10,250.99453735351562
11/08/2023,10:10,247.0645751953125
11/08/2023,10:10,246.08218383789062
11/08/2023,10:10,245.08123779296875
11/08/2023,10:11,242.07272338867188
11/08/2023,10:11,239.9957275390625
11/08/2023,10:11,238.818359375
11/08/2023,10:11,236.5108642578125
11/08/2023,10:11,234.0645751953125
11/08/2023,10:11,232.45465087890625
11/08/2023,10:12,229.7288818359375
11/08/2023,10:12,226.7945556640625
11/08/2023,10:12,224.59674072265625
11/08/2023,10:12,220.1729736328125
11/08/2023,10:12,215.56182861328125
11/08/2023,10:12,210.82199096679688
11/08/2023,10:13,209.993408203125
11/08/2023,10:13,207.20895385742188
11/08/2023,10:13,205.50588989257812
11/08/2023,10:13,201.64727783203125
11/08/2023,10:13,199.27142333984375
11/08/2023,10:13,198.97140502929688
11/08/2023,10:14,194.82363891601562
11/08/2023,10:14,195.76828002929688
11/08/2023,10:14,197.80328369140625
11/08/2023,10:14,201.91226196289062
11/08/2023,10:14,211.04336547851562
11/08/2023,10:14,211.1820068359375
11/08/2023,10:15,207.32962036132812
11/08/2023,10:15,200.4454345703125
11/08/2023,10:15,193.52978515625
11/08/2023,10:15,192.53836059570312
11/08/2023,10:15,194.34823608398438
11/08/2023,10:15,194.463134765625
11/08/2023,10:16,194.673095703125
11/08/2023,10:16,194.94302368164062
11/08/2023,10:16,197.34951782226562
11/08/2023,10:16,199.81494140625
11/08/2023,10:16,205.38925170898438
11/08/2023,10:16,217.03585815429688
11/08/2023,10:17,226.78463745117188
11/08/2023,10:17,241.56814575195312
11/08/2023,10:17,258.82647705078125
11/08/2023,10:17,280.5692138671875
11/08/2023,10:17,294.3587646484375
11/08/2023,10:17,298.21722412109375
11/08/2023,10:18,304.1005859375
11/08/2023,10:18,306.001953125
11/08/2023,10:18,307.942138671875
11/08/2023,10:18,291.8955078125
11/08/2023,10:18,224.9359130859375
11/08/2023,10:18,198.9298095703125
11/08/2023,10:19,196.93173217773438
11/08/2023,10:19,192.93536376953125
11/08/2023,10:19,189.9422607421875
11/08/2023,10:19,188.96853637695312
11/08/2023,10:19,188.00094604492188
11/08/2023,10:19,190.03573608398438
11/08/2023,10:20,191.07937622070312
11/08/2023,10:20,196.111572265625
11/08/2023,10:20,203.14248657226562
11/08/2023,10:20,203.15924072265625
11/08/2023,10:20,203.16372680664062
11/08/2023,10:20,204.16168212890625
11/08/2023,10:21,210.136962890625
11/08/2023,10:21,213.06427001953125
11/08/2023,10:21,233.97518920898438
11/08/2023,10:21,244.84442138671875
11/08/2023,10:21,246.70822143554688
11/08/2023,10:21,241.60418701171875
11/08/2023,10:22,236.51919555664062
11/08/2023,10:22,227.47140502929688
11/08/2023,10:22,223.4510498046875
11/08/2023,10:22,241.44534301757812
11/08/2023,10:22,264.88824462890625
11/08/2023,10:22,272.89453125
11/08/2023,10:23,286.92486572265625
11/08/2023,10:23,293.0159912109375
11/08/2023,10:23,293.187744140625
11/08/2023,10:23,293.443359375
11/08/2023,10:23,249.86614990234375
11/08/2023,10:23,238.01022338867188
11/08/2023,10:24,213.14846801757812
11/08/2023,10:24,204.27548217773438
11/08/2023,10:24,208.40011596679688
11/08/2023,10:24,216.52935791015625
11/08/2023,10:24,238.6673583984375
