Date,Time,C_CO2
11/08/2023,11:08,359.0986328125
11/08/2023,11:09,360.9564208984375
11/08/2023,11:09,360.53594970703125
11/08/2023,11:09,361.90557861328125
11/08/2023,11:09,363.19964599609375
11/08/2023,11:09,362.36328125
11/08/2023,11:09,363.5301513671875
11/08/2023,11:10,360.77593994140625
11/08/2023,11:10,362.0281982421875
11/08/2023,11:10,363.3587646484375
11/08/2023,11:10,362.663818359375
11/08/2023,11:10,360.12176513671875
11/08/2023,11:10,361.64959716796875
11/08/2023,11:11,361.14581298828125
11/08/2023,11:11,361.04754638671875
11/08/2023,11:11,358.52301025390625
11/08/2023,11:11,359.7799072265625
11/08/2023,11:11,358.807861328125
11/08/2023,11:11,359.71722412109375
11/08/2023,11:12,358.69189453125
11/08/2023,11:12,359.55450439453125
11/08/2023,11:12,360.44537353515625
11/08/2023,11:12,361.37530517578125
11/08/2023,11:12,360.322265625
11/08/2023,11:12,361.473876953125
11/08/2023,11:13,360.7333984375
11/08/2023,11:13,362.1239013671875
11/08/2023,11:13,365.71893310546875
11/08/2023,11:13,365.64227294921875
11/08/2023,11:13,369.439697265625
11/08/2023,11:13,371.29986572265625
11/08/2023,11:14,375.1514892578125
11/08/2023,11:14,374.79608154296875
11/08/2023,11:14,376.1339111328125
11/08/2023,11:14,379.38726806640625
11/08/2023,11:14,380.444580078125
11/08/2023,11:14,379.41485595703125
