Date,Time,C_CO2
11/08/2023,11:38,313.5208740234375
11/08/2023,11:38,313.526611328125
11/08/2023,11:38,313.5235595703125
11/08/2023,11:38,313.49884033203125
11/08/2023,11:39,313.36309814453125
11/08/2023,11:39,315.10186767578125
11/08/2023,11:39,314.6512451171875
11/08/2023,11:39,315.8907470703125
11/08/2023,11:39,314.87939453125
11/08/2023,11:39,313.50140380859375
11/08/2023,11:40,315.739990234375
11/08/2023,11:40,315.62322998046875
11/08/2023,11:40,315.41217041015625
11/08/2023,11:40,315.33465576171875
11/08/2023,11:40,315.3724365234375
11/08/2023,11:40,313.18084716796875
11/08/2023,11:41,313.568359375
11/08/2023,11:41,310.22216796875
11/08/2023,11:41,311.1143798828125
11/08/2023,11:41,310.1370849609375
11/08/2023,11:41,313.322021484375
11/08/2023,11:41,312.59783935546875
11/08/2023,11:42,313.895263671875
11/08/2023,11:42,313.2457275390625
11/08/2023,11:42,312.534912109375
11/08/2023,11:42,315.7398681640625
11/08/2023,11:42,314.9085693359375
11/08/2023,11:42,314.1990966796875
11/08/2023,11:43,315.56304931640625
11/08/2023,11:43,312.93597412109375
11/08/2023,11:43,312.58154296875
11/08/2023,11:43,308.336181640625
11/08/2023,11:43,306.1639404296875
11/08/2023,11:43,306.01629638671875
11/08/2023,11:44,307.90032958984375
11/08/2023,11:44,307.80816650390625
11/08/2023,11:44,307.75360107421875
11/08/2023,11:44,307.7235107421875
11/08/2023,11:44,307.71209716796875
11/08/2023,11:44,307.70013427734375
11/08/2023,11:45,307.6866455078125
11/08/2023,11:45,309.667724609375
11/08/2023,11:45,311.63958740234375
11/08/2023,11:45,311.59197998046875
11/08/2023,11:45,309.55426025390625
11/08/2023,11:45,309.5194091796875
11/08/2023,11:46,309.5106201171875
11/08/2023,11:46,311.50634765625
11/08/2023,11:46,313.51007080078125
11/08/2023,11:46,313.51947021484375
11/08/2023,11:46,313.5418701171875
11/08/2023,11:46,315.5924072265625
11/08/2023,11:47,319.7373046875
11/08/2023,11:47,320.04400634765625
11/08/2023,11:47,320.44964599609375
11/08/2023,11:47,318.87554931640625
11/08/2023,11:47,317.48577880859375
11/08/2023,11:47,314.066162109375
11/08/2023,11:48,310.73663330078125
11/08/2023,11:48,311.4129638671875
11/08/2023,11:48,306.00335693359375
11/08/2023,11:48,306.54522705078125
11/08/2023,11:48,307.1807861328125
11/08/2023,11:48,305.88018798828125
11/08/2023,11:49,306.62469482421875
11/08/2023,11:49,307.348388671875
11/08/2023,11:49,304.22320556640625
